student_id,interest,attendance,study_hours,grade_math,grade_physics,grade_literature,grade_biology,grade_chemistry,stress_level,stress_label,interest_label
504,5,78.0,14,42,24,20,36,41,3,medium,very_high
505,3,84.0,10,21,20,29,30,20,4,high,medium
506,4,68.0,9,25,43,33,20,20,4,high,high
507,1,87.0,7,20,20,32,20,22,4,high,very_low
508,3,85.0,12,20,24,26,24,28,4,high,medium
509,3,77.0,11,23,20,21,21,32,4,high,medium
510,5,70.0,13,26,32,24,35,39,4,high,very_high
511,1,79.0,6,20,24,20,20,20,1,very_low,very_low
512,3,87.0,14,24,28,27,30,28,3,medium,medium
513,3,100.0,12,20,20,29,25,30,3,medium,medium
514,4,83.0,16,44,26,41,40,30,5,very_high,high
515,1,82.0,4,20,26,20,20,20,3,medium,very_low
516,5,38.0,22,37,43,30,33,35,3,medium,very_high
517,3,65.0,7,29,32,24,20,33,3,medium,medium
518,3,60.0,12,32,27,28,30,30,3,medium,medium
519,3,82.0,13,35,39,27,23,21,4,high,medium
520,5,81.0,12,34,37,41,29,45,1,very_low,very_high
521,4,75.0,15,28,31,37,23,22,3,medium,high
522,2,76.0,12,20,21,20,29,23,3,medium,low
523,2,65.0,11,20,29,20,20,36,1,very_low,low
524,2,54.0,8,20,23,20,20,20,4,high,low
525,1,100.0,6,20,20,20,20,20,2,low,very_low
526,1,78.0,8,20,20,20,20,20,3,medium,very_low
527,4,90.0,15,26,20,29,20,28,2,low,high
528,5,87.0,12,35,34,45,44,36,4,high,very_high
529,3,50.0,6,21,25,20,22,22,2,low,medium
530,5,38.0,27,37,25,41,33,34,4,high,very_high
531,4,76.0,11,23,26,20,40,23,2,low,high
532,4,85.0,11,27,28,28,20,25,4,high,high
533,3,52.0,12,26,20,26,24,20,4,high,medium
534,1,99.0,7,20,30,27,20,20,1,very_low,very_low
535,2,100.0,5,20,23,20,20,20,3,medium,low
536,5,79.0,13,40,20,27,25,50,4,high,very_high
537,3,86.0,20,24,33,37,37,34,1,very_low,medium
538,2,62.0,8,20,26,20,20,23,2,low,low
539,3,100.0,9,20,25,34,21,20,2,low,medium
540,3,82.0,19,35,40,38,40,40,5,very_high,medium
541,1,100.0,11,30,24,22,20,20,2,low,very_low
542,2,86.0,9,29,20,24,27,20,3,medium,low
543,3,100.0,12,40,38,20,23,23,3,medium,medium
544,4,77.0,11,33,23,34,26,24,4,high,high
545,5,80.0,21,47,26,54,21,26,2,low,very_high
546,5,88.0,17,35,32,40,46,28,4,high,very_high
547,1,69.0,7,20,20,20,20,20,3,medium,very_low
548,5,100.0,20,34,50,42,42,39,4,high,very_high
549,2,70.0,20,20,20,20,26,24,3,medium,low
550,1,90.0,5,20,20,20,20,21,4,high,very_low
551,1,100.0,4,21,25,20,20,20,4,high,very_low
552,2,72.0,8,25,20,24,20,20,2,low,low
553,2,84.0,8,20,20,20,21,20,5,very_high,low
554,4,72.0,11,26,20,30,39,26,2,low,high
555,3,76.0,9,33,20,20,22,20,3,medium,medium
556,4,65.0,18,37,35,39,34,29,4,high,high
557,3,86.0,10,20,20,20,23,20,3,medium,medium
558,4,92.0,14,33,28,20,36,20,4,high,high
559,4,72.0,14,35,20,20,32,36,4,high,high
560,3,87.0,11,22,20,20,26,22,4,high,medium
561,2,80.0,5,23,20,29,24,20,4,high,low
562,2,78.0,17,23,20,20,33,21,5,very_high,low
563,4,66.0,18,30,20,28,32,42,3,medium,high
564,5,65.0,16,35,20,33,39,28,3,medium,very_high
565,3,57.0,7,20,20,20,23,20,3,medium,medium
566,5,67.0,15,31,20,43,31,32,5,very_high,very_high
567,1,99.0,4,20,26,20,25,20,5,very_high,very_low
568,3,74.0,18,36,29,23,27,23,3,medium,medium
569,3,77.0,9,20,26,28,21,32,4,high,medium
570,2,80.0,12,20,25,28,20,22,4,high,low
571,3,85.0,14,21,26,22,20,20,4,high,medium
572,4,94.0,17,35,25,43,30,42,3,medium,high
573,5,100.0,10,47,20,29,39,26,4,high,very_high
574,1,88.0,5,38,20,20,20,20,5,very_high,very_low
575,2,68.0,8,20,20,20,33,27,3,medium,low
576,1,82.0,15,20,20,20,20,20,2,low,very_low
577,3,76.0,16,27,24,20,25,23,5,very_high,medium
578,5,87.0,13,31,46,45,45,34,5,very_high,very_high
579,1,91.0,8,20,20,20,20,20,5,very_high,very_low
580,4,78.0,19,35,22,28,32,36,1,very_low,high
581,1,100.0,13,26,20,20,33,20,1,very_low,very_low
582,3,72.0,9,20,29,22,20,20,4,high,medium
583,1,98.0,4,20,20,22,35,20,3,medium,very_low
584,5,87.0,19,47,38,40,35,40,5,very_high,very_high
585,2,93.0,12,20,23,20,34,40,3,medium,low
586,2,84.0,14,28,20,25,20,33,4,high,low
587,2,79.0,11,20,20,20,23,26,4,high,low
588,2,100.0,15,20,22,26,24,30,4,high,low
589,3,100.0,16,20,22,41,35,24,5,very_high,medium
590,5,73.0,17,26,37,36,36,31,1,very_low,very_high
591,5,70.0,13,24,37,50,36,33,2,low,very_high
592,4,86.0,15,23,34,29,33,22,4,high,high
593,3,87.0,17,20,30,24,37,32,1,very_low,medium
594,1,100.0,13,26,20,22,26,20,3,medium,very_low
595,3,58.0,17,20,29,20,21,20,4,high,medium
596,2,91.0,8,20,20,20,20,24,4,high,low
597,4,66.0,18,26,24,47,25,24,3,medium,high
598,4,50.0,11,20,32,22,22,28,3,medium,high
599,5,72.0,13,32,25,37,33,33,4,high,very_high
600,3,88.0,16,20,31,37,20,20,1,very_low,medium
601,4,73.0,14,32,35,32,34,21,1,very_low,high
602,2,76.0,8,22,20,32,20,20,2,low,low
603,1,88.0,18,20,20,26,20,20,4,high,very_low
604,4,70.0,17,20,32,49,20,41,4,high,high
605,2,69.0,11,20,21,20,20,20,4,high,low
606,4,85.0,17,42,20,38,41,33,2,low,high
607,4,96.0,11,20,27,41,20,30,3,medium,high
608,4,47.0,18,31,31,30,26,37,5,very_high,high
609,1,100.0,4,20,20,20,23,29,3,medium,very_low
610,5,96.0,14,32,26,44,36,28,3,medium,very_high
611,4,79.0,16,20,21,23,38,21,3,medium,high
612,4,77.0,19,45,35,38,37,41,4,high,high
613,3,100.0,13,22,26,21,24,33,3,medium,medium
614,1,71.0,4,20,20,20,20,20,3,medium,very_low
615,5,57.0,10,42,28,35,22,36,3,medium,very_high
616,5,94.0,15,21,43,33,29,38,5,very_high,very_high
617,1,83.0,9,20,20,20,28,20,2,low,very_low
618,4,82.0,13,28,38,35,23,40,2,low,high
619,3,59.0,9,21,20,20,23,31,1,very_low,medium
620,5,54.0,23,53,25,33,20,20,2,low,very_high
621,5,93.0,17,33,35,35,31,26,2,low,very_high
622,3,85.0,14,20,40,25,26,48,1,very_low,medium
623,5,97.0,20,40,31,34,32,51,3,medium,very_high
624,5,100.0,18,33,31,44,37,25,3,medium,very_high
625,2,92.0,18,20,20,20,33,25,2,low,low
626,3,84.0,12,38,23,29,26,37,3,medium,medium
627,3,84.0,16,20,31,26,20,21,4,high,medium
628,4,94.0,14,28,32,30,34,45,5,very_high,high
629,1,100.0,6,32,27,20,30,28,2,low,very_low
630,4,94.0,19,34,28,30,31,25,4,high,high
631,3,100.0,9,20,47,20,26,22,2,low,medium
632,3,82.0,9,20,23,20,20,37,4,high,medium
633,2,52.0,8,21,27,22,34,20,3,medium,low
634,1,60.0,9,22,20,20,20,20,2,low,very_low
635,2,75.0,8,20,20,20,20,20,2,low,low
636,4,92.0,17,20,26,38,24,36,3,medium,high
637,1,86.0,6,24,20,20,20,20,3,medium,very_low
638,5,72.0,10,27,21,20,26,20,5,very_high,very_high
639,1,85.0,6,20,23,20,20,20,1,very_low,very_low
640,3,80.0,17,24,31,54,20,20,1,very_low,medium
641,2,79.0,18,29,24,31,22,22,4,high,low
642,5,88.0,17,39,34,30,36,32,3,medium,very_high
643,3,97.0,12,32,22,32,32,44,4,high,medium
644,3,73.0,13,20,29,25,20,22,3,medium,medium
645,1,54.0,14,20,32,20,20,20,5,very_high,very_low
646,5,86.0,17,42,37,43,29,28,2,low,very_high
647,2,80.0,15,28,20,35,20,20,3,medium,low
648,4,100.0,11,22,34,20,20,33,4,high,high
649,4,88.0,16,31,20,33,31,29,1,very_low,high
650,3,70.0,14,28,20,20,30,20,3,medium,medium
651,5,38.0,18,23,37,28,31,40,4,high,very_high
652,1,72.0,15,20,22,20,20,20,2,low,very_low
653,3,52.0,19,20,30,30,20,20,2,low,medium
654,5,77.0,21,43,28,41,27,52,2,low,very_high
655,2,100.0,8,22,20,20,21,20,3,medium,low
656,2,63.0,5,22,22,20,21,20,4,high,low
657,5,81.0,18,25,29,53,32,30,2,low,very_high
658,4,95.0,19,45,38,46,28,26,3,medium,high
659,1,100.0,9,20,20,20,20,20,2,low,very_low
660,3,67.0,10,40,27,30,20,24,3,medium,medium
661,4,100.0,14,27,46,25,34,26,2,low,high
662,2,79.0,8,20,20,20,20,23,4,high,low
663,4,98.0,11,41,35,34,28,30,3,medium,high
664,2,64.0,12,20,34,20,20,21,3,medium,low
665,4,71.0,18,21,37,22,46,20,3,medium,high
666,4,100.0,22,27,24,33,37,36,4,high,high
667,3,100.0,12,31,34,21,21,27,3,medium,medium
668,5,68.0,16,34,32,48,38,25,3,medium,very_high
669,2,85.0,12,37,20,23,26,26,3,medium,low
670,2,79.0,11,24,21,29,20,20,3,medium,low
671,4,86.0,8,22,33,28,36,29,4,high,high
672,5,62.0,13,43,35,32,58,25,2,low,very_high
673,3,93.0,12,20,23,20,20,23,3,medium,medium
674,2,82.0,11,20,20,20,20,20,2,low,low
675,3,100.0,13,20,28,26,30,26,2,low,medium
676,2,95.0,8,20,20,20,28,29,3,medium,low
677,5,78.0,15,38,42,20,33,20,4,high,very_high
678,2,53.0,8,20,20,20,20,20,3,medium,low
679,2,85.0,20,33,33,22,26,34,4,high,low
680,4,73.0,11,38,20,20,24,29,4,high,high
681,4,55.0,13,20,45,32,20,24,3,medium,high
682,2,79.0,11,20,20,20,20,24,3,medium,low
683,2,82.0,10,33,21,23,22,20,3,medium,low
684,4,77.0,18,20,20,32,22,33,5,very_high,high
685,3,76.0,10,26,20,37,32,22,2,low,medium
686,5,87.0,13,39,35,31,33,28,4,high,very_high
687,4,60.0,9,40,37,34,23,20,2,low,high
688,2,96.0,8,20,20,24,26,27,2,low,low
689,3,92.0,13,28,32,27,31,22,3,medium,medium
690,1,74.0,16,20,20,20,20,20,5,very_high,very_low
691,3,68.0,12,31,20,31,42,20,3,medium,medium
692,5,90.0,17,55,45,38,36,36,2,low,very_high
693,3,95.0,11,20,27,27,37,34,1,very_low,medium
694,4,100.0,14,20,40,30,37,36,3,medium,high
695,5,91.0,14,48,31,40,29,37,4,high,very_high
696,5,81.0,17,30,42,28,30,42,4,high,very_high
697,2,91.0,9,20,20,20,20,20,4,high,low
698,1,49.0,6,20,20,20,20,20,3,medium,very_low
699,4,74.0,21,40,26,23,20,23,2,low,high
700,2,70.0,8,20,31,20,20,27,4,high,low
701,4,79.0,15,26,27,25,33,20,4,high,high
702,3,68.0,13,24,24,21,20,25,3,medium,medium
703,3,43.0,9,23,20,28,20,20,4,high,medium
704,5,88.0,13,25,39,43,24,48,4,high,very_high
705,2,92.0,10,20,35,24,24,29,1,very_low,low
706,3,100.0,22,30,26,30,32,30,3,medium,medium
707,4,73.0,13,36,25,33,33,26,2,low,high
708,3,76.0,11,20,38,20,20,20,2,low,medium
709,1,58.0,10,20,25,20,20,20,1,very_low,very_low
710,4,76.0,13,34,20,40,20,33,4,high,high
711,4,85.0,9,21,40,22,20,20,2,low,high
712,3,45.0,14,24,21,26,20,24,2,low,medium
713,2,97.0,6,22,22,25,31,20,4,high,low
714,3,76.0,22,20,38,20,34,28,3,medium,medium
715,3,85.0,12,27,35,38,20,31,2,low,medium
716,4,74.0,15,25,28,31,41,28,2,low,high
717,5,73.0,13,47,29,28,24,38,5,very_high,very_high
718,4,80.0,15,38,32,37,35,23,2,low,high
719,3,90.0,11,27,23,26,34,29,3,medium,medium
720,4,94.0,17,40,37,24,40,23,2,low,high
721,3,86.0,9,23,27,22,29,29,4,high,medium
722,2,70.0,14,27,23,20,32,31,2,low,low
723,3,84.0,17,22,34,26,35,22,4,high,medium
724,3,61.0,10,20,23,20,32,20,5,very_high,medium
725,2,71.0,14,20,20,20,30,32,4,high,low
726,5,94.0,20,37,31,32,48,37,3,medium,very_high
727,1,100.0,6,20,20,20,20,20,3,medium,very_low
728,4,80.0,12,41,25,24,20,22,2,low,high
729,3,86.0,15,20,20,20,38,25,3,medium,medium
730,2,100.0,12,22,27,20,30,20,4,high,low
731,2,65.0,9,20,23,20,20,20,3,medium,low
732,1,83.0,11,20,21,20,20,20,5,very_high,very_low
733,3,77.0,15,22,31,21,24,26,4,high,medium
734,3,69.0,12,22,28,22,22,20,2,low,medium
735,3,77.0,13,33,25,23,20,41,1,very_low,medium
736,1,82.0,9,22,20,20,20,22,3,medium,very_low
737,3,92.0,6,23,20,20,20,22,4,high,medium
738,2,84.0,18,30,20,20,20,20,5,very_high,low
739,4,71.0,16,30,20,36,20,34,4,high,high
740,2,88.0,11,20,20,26,20,20,4,high,low
741,5,58.0,18,32,27,30,33,34,3,medium,very_high
742,1,65.0,11,31,20,29,20,20,2,low,very_low
743,5,90.0,23,39,27,29,40,38,1,very_low,very_high
744,4,68.0,14,30,33,39,28,20,1,very_low,high
745,2,79.0,13,20,20,24,20,26,2,low,low
746,2,64.0,9,29,31,20,20,21,3,medium,low
747,1,67.0,7,26,20,20,20,20,5,very_high,very_low
748,5,86.0,15,33,27,25,32,32,5,very_high,very_high
749,5,61.0,22,53,36,45,36,20,2,low,very_high
750,1,90.0,5,20,20,20,37,20,5,very_high,very_low
751,2,66.0,9,29,21,22,20,20,2,low,low
752,5,71.0,12,40,25,20,40,42,1,very_low,very_high
753,4,81.0,14,22,20,35,20,33,5,very_high,high
754,4,97.0,13,30,25,33,24,26,4,high,high
755,2,78.0,12,27,20,20,20,20,2,low,low
756,4,87.0,16,42,25,35,39,29,2,low,high
757,2,84.0,8,20,29,32,20,20,4,high,low
758,1,68.0,7,20,20,20,20,20,4,high,very_low
759,1,85.0,11,20,20,20,20,20,3,medium,very_low
760,3,87.0,13,21,23,24,20,20,2,low,medium
761,3,74.0,9,20,28,23,25,21,3,medium,medium
762,3,95.0,10,25,30,33,27,28,3,medium,medium
763,3,54.0,12,20,31,28,20,20,2,low,medium
764,3,67.0,9,25,20,20,20,27,2,low,medium
765,4,78.0,8,20,26,28,20,20,2,low,high
766,1,50.0,6,20,20,23,21,20,4,high,very_low
767,3,60.0,12,20,31,24,21,20,2,low,medium
768,4,91.0,15,28,30,30,27,33,2,low,high
769,4,86.0,11,20,20,22,27,21,3,medium,high
770,3,70.0,15,27,25,21,20,30,3,medium,medium
771,3,82.0,13,21,20,22,20,21,3,medium,medium
772,2,82.0,5,20,20,20,20,23,2,low,low
773,5,74.0,10,45,37,49,30,33,4,high,very_high
774,2,90.0,5,34,24,21,21,22,4,high,low
775,3,82.0,13,38,31,26,20,27,2,low,medium
776,3,73.0,9,20,30,30,20,20,4,high,medium
777,3,99.0,14,28,28,20,20,34,3,medium,medium
778,1,88.0,9,20,25,20,20,26,3,medium,very_low
779,4,88.0,8,31,25,32,28,32,2,low,high
780,2,97.0,13,20,20,24,27,20,3,medium,low
781,5,60.0,16,27,34,34,26,35,3,medium,very_high
782,3,79.0,13,30,20,41,20,20,4,high,medium
783,2,84.0,13,20,20,28,37,46,3,medium,low
784,3,57.0,10,20,20,20,20,20,3,medium,medium
785,3,66.0,19,43,20,20,36,36,3,medium,medium
786,2,61.0,13,36,20,23,20,20,2,low,low
787,3,82.0,13,27,28,20,38,20,4,high,medium
788,3,100.0,6,35,29,34,21,27,1,very_low,medium
789,4,70.0,14,36,39,22,27,22,2,low,high
790,5,96.0,13,38,27,39,37,27,4,high,very_high
791,1,79.0,7,20,20,20,20,20,3,medium,very_low
792,5,74.0,17,30,33,35,37,46,4,high,very_high
793,3,75.0,19,20,21,32,20,35,3,medium,medium
794,5,82.0,13,20,44,20,27,32,3,medium,very_high
795,2,84.0,5,20,20,20,20,21,3,medium,low
796,5,67.0,16,20,39,30,37,35,3,medium,very_high
797,4,83.0,12,34,20,40,26,30,4,high,high
798,5,44.0,13,43,33,33,29,33,2,low,very_high
799,1,81.0,10,21,20,20,20,27,3,medium,very_low
800,2,90.0,5,32,34,20,23,20,3,medium,low
801,4,69.0,11,36,27,25,23,32,1,very_low,high
802,3,89.0,9,28,20,30,20,27,3,medium,medium
803,2,99.0,8,20,20,27,20,25,4,high,low
804,2,81.0,12,20,20,20,23,20,3,medium,low
805,3,100.0,15,20,22,21,28,22,1,very_low,medium
806,3,74.0,10,20,20,30,36,20,3,medium,medium
807,3,100.0,12,33,33,24,35,25,3,medium,medium
808,2,100.0,11,26,25,27,20,20,3,medium,low
809,2,78.0,5,20,34,32,20,23,3,medium,low
810,4,74.0,15,30,20,40,28,41,2,low,high
811,5,74.0,17,30,44,40,42,43,3,medium,very_high
812,4,77.0,17,26,49,21,31,20,2,low,high
813,3,63.0,7,20,29,20,20,20,3,medium,medium
814,1,84.0,13,20,20,20,20,23,5,very_high,very_low
815,4,55.0,10,32,26,28,24,28,3,medium,high
816,5,88.0,12,25,37,32,34,25,1,very_low,very_high
817,3,91.0,19,26,34,23,27,39,4,high,medium
818,3,96.0,15,20,24,20,31,40,3,medium,medium
819,4,71.0,13,20,31,32,32,20,3,medium,high
820,5,59.0,16,20,39,20,36,25,4,high,very_high
821,3,64.0,12,20,22,22,20,20,3,medium,medium
822,4,76.0,17,27,44,24,22,30,4,high,high
823,1,99.0,9,39,20,23,25,20,3,medium,very_low
824,4,63.0,17,20,30,32,39,38,3,medium,high
825,1,70.0,6,20,20,20,20,20,2,low,very_low
826,2,75.0,8,20,20,21,20,23,4,high,low
827,3,81.0,9,20,34,20,27,28,3,medium,medium
828,1,52.0,8,20,20,20,20,20,4,high,very_low
829,4,100.0,11,40,31,25,24,20,1,very_low,high
830,1,100.0,7,30,20,20,20,20,2,low,very_low
831,5,86.0,13,44,40,20,49,34,4,high,very_high
832,3,99.0,16,20,36,21,36,20,2,low,medium
833,3,73.0,11,23,28,39,33,20,4,high,medium
834,3,84.0,9,20,29,37,35,20,3,medium,medium
835,5,68.0,16,44,34,34,30,33,4,high,very_high
836,1,66.0,9,20,20,20,20,20,5,very_high,very_low
837,4,79.0,8,25,26,28,20,22,1,very_low,high
838,3,72.0,10,26,20,34,33,22,4,high,medium
839,3,65.0,9,25,21,20,22,37,3,medium,medium
840,1,91.0,16,20,20,20,31,27,3,medium,very_low
841,5,81.0,16,37,22,43,25,31,2,low,very_high
842,3,72.0,14,20,28,22,37,20,2,low,medium
843,1,92.0,14,20,20,20,20,20,3,medium,very_low
844,1,83.0,9,20,20,20,20,20,3,medium,very_low
845,3,49.0,6,21,20,21,20,31,1,very_low,medium
846,1,71.0,13,20,20,20,20,31,3,medium,very_low
847,5,96.0,18,44,43,34,39,45,4,high,very_high
848,1,99.0,14,20,22,20,20,28,5,very_high,very_low
849,4,91.0,25,48,31,37,45,34,4,high,high
850,3,73.0,11,20,30,24,22,22,4,high,medium
851,4,92.0,18,32,30,24,24,43,5,very_high,high
852,3,75.0,17,26,22,20,36,35,5,very_high,medium
853,1,94.0,6,20,20,20,23,29,3,medium,very_low
854,3,95.0,10,29,20,32,33,43,1,very_low,medium
855,2,86.0,8,20,33,20,31,20,2,low,low
856,4,100.0,19,27,34,45,26,31,4,high,high
857,2,73.0,16,23,20,32,25,20,2,low,low
858,2,89.0,12,20,20,25,20,31,2,low,low
859,2,64.0,8,24,27,20,20,20,2,low,low
860,4,83.0,15,24,43,37,24,22,3,medium,high
861,4,51.0,13,25,23,20,20,37,2,low,high
862,4,74.0,14,31,23,37,30,27,2,low,high
863,1,67.0,13,20,30,20,20,20,2,low,very_low
864,4,71.0,11,30,35,20,41,29,3,medium,high
865,2,93.0,11,25,26,33,20,22,4,high,low
866,4,90.0,11,20,30,35,20,28,1,very_low,high
867,4,81.0,16,36,20,34,22,30,2,low,high
868,1,65.0,12,20,21,20,20,20,3,medium,very_low
869,3,100.0,9,40,30,28,30,26,1,very_low,medium
870,3,72.0,6,20,20,20,31,23,3,medium,medium
871,5,100.0,16,40,35,39,39,33,3,medium,very_high
872,1,100.0,4,26,20,20,20,27,3,medium,very_low
873,1,89.0,20,20,20,20,20,20,4,high,very_low
874,1,80.0,12,20,20,20,20,20,3,medium,very_low
875,5,88.0,16,34,31,27,38,46,2,low,very_high
876,2,95.0,9,20,20,20,20,31,4,high,low
877,3,61.0,8,26,27,20,21,23,5,very_high,medium
878,2,76.0,12,20,23,20,20,20,2,low,low
879,3,90.0,15,20,22,20,23,27,3,medium,medium
880,2,77.0,8,20,23,23,20,26,3,medium,low
881,5,100.0,13,36,33,20,31,28,3,medium,very_high
882,3,60.0,15,23,20,31,37,20,1,very_low,medium
883,3,65.0,10,26,20,20,32,20,2,low,medium
884,3,100.0,16,34,36,44,20,26,3,medium,medium
885,2,100.0,11,38,21,20,28,27,4,high,low
886,1,98.0,10,20,20,20,20,20,4,high,very_low
887,4,84.0,16,26,30,27,37,20,1,very_low,high
888,3,57.0,13,29,22,37,20,30,4,high,medium
889,5,71.0,13,34,20,26,38,21,3,medium,very_high
890,5,90.0,16,21,40,33,57,33,3,medium,very_high
891,2,82.0,9,22,20,20,22,20,3,medium,low
892,3,77.0,12,31,20,20,35,31,3,medium,medium
893,2,75.0,13,25,28,20,20,20,2,low,low
894,1,65.0,9,20,32,25,22,20,4,high,very_low
895,4,71.0,12,31,25,33,41,20,4,high,high
896,1,100.0,6,20,20,20,20,20,4,high,very_low
897,5,59.0,19,26,37,46,43,39,4,high,very_high
898,2,100.0,5,20,28,22,23,37,5,very_high,low
899,4,56.0,11,20,22,32,32,22,2,low,high
900,1,95.0,9,22,20,25,23,20,4,high,very_low
901,3,96.0,9,22,20,26,25,20,2,low,medium
902,5,93.0,16,32,45,33,30,36,3,medium,very_high
903,1,100.0,5,24,20,20,20,20,2,low,very_low
904,1,99.0,4,20,20,27,20,20,2,low,very_low
905,3,100.0,6,20,35,20,24,20,3,medium,medium
906,4,91.0,24,27,29,33,24,22,3,medium,high
907,3,88.0,15,20,46,20,26,20,2,low,medium
908,4,80.0,10,28,36,34,20,39,1,very_low,high
909,5,84.0,15,32,31,39,30,23,4,high,very_high
910,4,67.0,9,22,26,20,44,21,3,medium,high
911,3,79.0,11,33,33,20,21,32,4,high,medium
912,4,60.0,9,27,36,28,34,20,3,medium,high
913,3,96.0,13,29,32,24,28,37,3,medium,medium
914,3,75.0,20,22,20,39,26,25,3,medium,medium
915,2,82.0,11,20,20,20,25,20,2,low,low
916,4,84.0,11,35,20,20,20,20,3,medium,high
917,4,65.0,18,28,27,29,34,42,5,very_high,high
918,1,100.0,12,20,22,20,20,20,3,medium,very_low
919,4,99.0,19,35,42,32,43,40,2,low,high
920,2,72.0,8,20,20,20,25,22,2,low,low
921,1,75.0,8,20,20,20,20,20,3,medium,very_low
922,3,76.0,13,43,20,26,20,21,2,low,medium
923,5,100.0,14,44,30,44,50,22,3,medium,very_high
924,4,57.0,15,20,20,36,32,30,3,medium,high
925,3,75.0,7,20,21,46,25,20,4,high,medium
926,4,86.0,20,26,38,28,20,34,2,low,high
927,3,61.0,6,20,26,33,20,20,2,low,medium
928,2,66.0,9,20,20,20,23,20,4,high,low
929,4,56.0,14,20,20,28,20,21,3,medium,high
930,1,74.0,11,20,20,20,20,20,2,low,very_low
931,1,99.0,15,21,20,20,20,21,4,high,very_low
932,1,61.0,7,20,20,20,20,20,3,medium,very_low
933,2,86.0,12,20,21,21,23,24,5,very_high,low
934,3,93.0,10,23,20,22,20,29,4,high,medium
935,4,64.0,17,37,26,37,33,20,5,very_high,high
936,4,84.0,14,31,31,30,36,20,2,low,high
937,2,98.0,8,28,20,20,20,20,4,high,low
938,4,55.0,20,22,22,26,37,38,3,medium,high
939,2,76.0,16,35,20,20,20,27,2,low,low
940,3,59.0,14,20,37,28,20,20,4,high,medium
941,4,65.0,10,30,48,34,31,20,3,medium,high
942,1,46.0,10,20,20,20,20,21,1,very_low,very_low
943,3,75.0,9,28,20,21,23,33,2,low,medium
944,2,84.0,11,26,21,30,20,20,3,medium,low
945,3,35.0,12,22,30,25,20,20,4,high,medium
946,3,78.0,9,20,21,41,34,37,3,medium,medium
947,3,87.0,16,20,26,26,20,29,2,low,medium
948,3,86.0,8,28,20,31,20,20,4,high,medium
949,3,83.0,9,20,22,20,22,20,3,medium,medium
950,4,82.0,14,45,25,38,26,32,3,medium,high
951,3,100.0,11,33,29,23,21,20,2,low,medium
952,2,72.0,12,20,20,20,20,23,2,low,low
953,4,63.0,17,26,24,25,23,28,4,high,high
954,5,68.0,13,33,44,40,40,27,2,low,very_high
955,2,83.0,12,30,23,32,20,26,3,medium,low
956,3,95.0,15,20,28,22,20,20,3,medium,medium
957,5,74.0,21,39,33,49,35,42,4,high,very_high
958,1,48.0,10,20,20,20,20,20,2,low,very_low
959,4,84.0,15,37,20,36,25,32,4,high,high
960,2,84.0,16,20,25,22,20,20,3,medium,low
961,3,82.0,15,24,24,20,42,26,4,high,medium
962,3,59.0,9,25,20,20,28,20,2,low,medium
963,5,64.0,14,42,47,24,33,37,2,low,very_high
964,4,96.0,8,20,34,29,37,33,5,very_high,high
965,5,71.0,16,37,38,24,31,35,3,medium,very_high
966,5,96.0,17,52,31,34,31,48,1,very_low,very_high
967,5,75.0,18,52,35,36,37,25,2,low,very_high
968,3,76.0,14,27,26,20,37,20,3,medium,medium
969,2,79.0,8,22,20,20,30,20,4,high,low
970,4,85.0,23,32,31,31,31,42,5,very_high,high
971,2,100.0,17,20,29,34,28,20,1,very_low,low
972,4,80.0,15,36,25,26,39,20,2,low,high
973,2,93.0,5,20,20,20,20,35,3,medium,low
974,4,90.0,20,34,36,39,28,22,2,low,high
975,3,99.0,11,23,23,26,31,31,4,high,medium
976,4,99.0,14,33,20,36,35,23,5,very_high,high
977,4,71.0,13,41,29,31,21,20,4,high,high
978,2,55.0,13,20,20,20,31,20,3,medium,low
979,3,72.0,11,20,24,30,20,20,2,low,medium
980,1,83.0,15,20,20,20,20,20,4,high,very_low
981,4,96.0,19,31,45,43,41,42,3,medium,high
982,2,57.0,12,24,20,21,20,27,3,medium,low
983,2,56.0,11,20,20,20,20,23,4,high,low
984,5,79.0,16,20,46,37,23,20,1,very_low,very_high
985,4,80.0,15,33,30,31,29,22,3,medium,high
986,4,80.0,8,37,34,23,33,29,3,medium,high
987,3,50.0,10,20,20,20,25,20,5,very_high,medium
988,1,100.0,7,20,20,20,20,20,4,high,very_low
989,5,82.0,12,34,31,35,28,31,4,high,very_high
990,4,76.0,17,37,22,30,37,41,5,very_high,high
991,3,59.0,15,20,20,24,26,22,3,medium,medium
992,3,81.0,8,20,20,20,20,26,2,low,medium
993,2,100.0,8,20,20,20,24,20,3,medium,low
994,5,86.0,20,40,20,27,32,36,3,medium,very_high
995,2,76.0,5,20,20,20,20,20,3,medium,low
996,2,100.0,8,21,20,26,21,27,3,medium,low
997,2,66.0,16,20,20,20,20,20,2,low,low
998,4,76.0,12,28,38,37,20,46,3,medium,high
999,4,69.0,17,29,30,22,28,32,3,medium,high
1000,4,76.0,15,28,27,25,37,29,3,medium,high
1001,2,76.0,11,20,20,20,20,20,2,low,low
1002,2,96.0,9,20,32,26,26,20,3,medium,low
1003,3,69.0,6,20,28,20,20,25,2,low,medium
1004,2,87.0,12,28,22,20,20,20,3,medium,low
1005,2,97.0,18,28,48,31,20,28,3,medium,low
